season,workingday,weathersit,cnt_day,hr,cnt_hour,casual,registered,casual_contribution,registered_contribution
2.0,0.0,2,4255.055555555556,7,48093,2399,45694,0.04988251928555091,0.9501174807144491
2.0,0.0,2,4255.055555555556,8,89604,4999,84605,0.055789920092852996,0.944210079907147
2.0,0.0,2,4255.055555555556,9,55351,7025,48326,0.1269173095337031,0.8730826904662969
2.0,0.0,2,4255.055555555556,10,36678,9290,27388,0.2532853481651126,0.7467146518348874
2.0,0.0,2,4255.055555555556,11,42564,10924,31640,0.2566488112019547,0.7433511887980453
2.0,0.0,2,4255.055555555556,12,51950,12431,39519,0.23928777670837342,0.7607122232916266
2.0,0.0,2,4255.055555555556,13,46978,11617,35361,0.2472859636425561,0.7527140363574439
2.0,0.0,2,4255.055555555556,14,40479,11141,29338,0.27522913115442577,0.7247708688455743
2.0,0.0,2,4255.055555555556,15,40551,10845,29706,0.2674410002219427,0.7325589997780573
2.0,0.0,2,4255.055555555556,16,44946,10543,34403,0.23457037333689315,0.7654296266631069
2.0,0.0,2,4255.055555555556,17,62167,9919,52248,0.15955410426753744,0.8404458957324625
2.0,0.0,2,4255.055555555556,18,61686,8371,53315,0.13570340109587264,0.8642965989041274
2.0,0.0,2,4255.055555555556,19,45124,6438,38686,0.14267352185089974,0.8573264781491002
2.0,0.0,2,4255.055555555556,20,28636,4098,24538,0.14310657913116356,0.8568934208688365
2.0,0.0,2,4255.055555555556,21,23987,3570,20417,0.148830616583983,0.851169383416017
2.0,0.0,2,4255.055555555556,22,19159,3062,16097,0.15982044991909808,0.840179550080902
2.0,0.0,2,4255.055555555556,23,14394,2352,12042,0.16340141725719048,0.8365985827428095
2.0,1.0,2,4230.1,0,8738,1600,7138,0.18310826276035705,0.8168917372396429
2.0,1.0,2,4230.1,1,6362,1170,5192,0.18390443256837471,0.8160955674316253
2.0,1.0,2,4230.1,2,4614,861,3753,0.18660598179453836,0.8133940182054616
2.0,1.0,2,4230.1,3,2341,513,1828,0.21913712088850917,0.7808628791114908
2.0,1.0,2,4230.1,4,1230,225,1005,0.18292682926829268,0.8170731707317073
2.0,1.0,2,4230.1,5,4129,249,3880,0.06030515863405183,0.9396948413659482
2.0,1.0,2,4230.1,6,16191,839,15352,0.05181891174109073,0.9481810882589092
2.0,1.0,2,4230.1,7,48093,2399,45694,0.04988251928555091,0.9501174807144491
2.0,1.0,2,4230.1,8,89604,4999,84605,0.055789920092852996,0.944210079907147
2.0,1.0,2,4230.1,9,55351,7025,48326,0.1269173095337031,0.8730826904662969
2.0,1.0,2,4230.1,10,36678,9290,27388,0.2532853481651126,0.7467146518348874
2.0,1.0,2,4230.1,11,42564,10924,31640,0.2566488112019547,0.7433511887980453
2.0,1.0,2,4230.1,12,51950,12431,39519,0.23928777670837342,0.7607122232916266
2.0,1.0,2,4230.1,13,46978,11617,35361,0.2472859636425561,0.7527140363574439
2.0,1.0,2,4230.1,14,40479,11141,29338,0.27522913115442577,0.7247708688455743
2.0,1.0,2,4230.1,15,40551,10845,29706,0.2674410002219427,0.7325589997780573
2.0,1.0,2,4230.1,16,44946,10543,34403,0.23457037333689315,0.7654296266631069
2.0,1.0,2,4230.1,17,62167,9919,52248,0.15955410426753744,0.8404458957324625
2.0,1.0,2,4230.1,18,61686,8371,53315,0.13570340109587264,0.8642965989041274
2.0,1.0,2,4230.1,19,45124,6438,38686,0.14267352185089974,0.8573264781491002
2.0,1.0,2,4230.1,20,28636,4098,24538,0.14310657913116356,0.8568934208688365
2.0,1.0,2,4230.1,21,23987,3570,20417,0.148830616583983,0.851169383416017
2.0,1.0,2,4230.1,22,19159,3062,16097,0.15982044991909808,0.840179550080902
2.0,1.0,2,4230.1,23,14394,2352,12042,0.16340141725719048,0.8365985827428095
3.0,0.0,2,5082.0,0,8738,1600,7138,0.18310826276035705,0.8168917372396429
3.0,0.0,2,5082.0,1,6362,1170,5192,0.18390443256837471,0.8160955674316253
3.0,0.0,2,5082.0,2,4614,861,3753,0.18660598179453836,0.8133940182054616
3.0,0.0,2,5082.0,3,2341,513,1828,0.21913712088850917,0.7808628791114908
3.0,0.0,2,5082.0,4,1230,225,1005,0.18292682926829268,0.8170731707317073
3.0,0.0,2,5082.0,5,4129,249,3880,0.06030515863405183,0.9396948413659482
3.0,0.0,2,5082.0,6,16191,839,15352,0.05181891174109073,0.9481810882589092
3.0,0.0,2,5082.0,7,48093,2399,45694,0.04988251928555091,0.9501174807144491
3.0,0.0,2,5082.0,8,89604,4999,84605,0.055789920092852996,0.944210079907147
3.0,0.0,2,5082.0,9,55351,7025,48326,0.1269173095337031,0.8730826904662969
3.0,0.0,2,5082.0,10,36678,9290,27388,0.2532853481651126,0.7467146518348874
